period3,0.161307,0.0156552,0.000502513,0.000502513,0.000602485,0.00104077,0.0959799,0.00181104,0.00181104,0.000682707,0.00057044,0.00055927,0.00055927,0.00055927,0.000682707,0.000626982,0.000682707,0.000750444,0.00057044,0.000558159,0.00057044,0.00057044,0.000620946,0.000620946,0.000558159,0.329521,0.0825462,0.376766,0.347788,0.608191,0.0366496,0.440758,0.391304,0.495996,0.899078,0.530572,0.559755,0.841297,0.0320113,0.301924,0.455604,0.601375,0.49958,0.430249,0.174618,0.628981,0.245602,0.754661,0.332937
period4,0.734171,0.67524,0.000502513,0.00552764,0.000828501,0.00134872,0.121106,0.00454041,0.00454041,0.000954272,0.00059746,0.000561958,0.000561958,0.000561958,0.000954272,0.000656406,0.000954272,0.00104578,0.00059746,0.000558426,0.00059746,0.00059746,0.000626292,0.000626292,0.000558426,0.435909,0.0366392,0.623881,0.601165,0.291527,0.888342,0.0324066,0.643456,0.247361,0.18353,0.630202,0.583965,0.228092,0.118874,0.408635,0.432371,0.529106,0.630548,0.287802,0.447841,0.626009,0.483555,0.459883,0.651797
period5,0.990452,0.931402,0.000502513,0.020603,0.000964107,0.0177204,0.573367,0.00174797,0.00174797,0.000676431,0.000569816,0.000559208,0.000559208,0.000559208,0.000676431,0.000626302,0.000676431,0.000742994,0.000569816,0.000558152,0.000569816,0.000569816,0.000620822,0.000620822,0.000558152,0.564259,0.15714,0.302611,0.0478352,0.78352,0.873759,0.303622,0.826978,0.762028,0.450357,0.134773,0.0510781,0.545363,0.336962,0.135294,0.271946,0.30171,0.3443,0.240368,0.439699,0.550513,0.455103,0.309991,0.685856
period6,0.990452,0.981425,0.000502513,0.0658291,0.00102221,0.0527037,0.859799,0.0117995,0.00684836,0.00084401,0.000586489,0.000560867,0.000560867,0.000560867,0.00084401,0.000644629,0.00089494,0.00093263,0.000586489,0.000558317,0.000586489,0.000586489,0.000624138,0.000624138,0.000558317,0.520551,0.818876,0.653402,0.752887,0.550042,0.785847,0.798924,0.336581,0.40117,0.249399,0.316251,0.359743,0.632063,0.0272962,0.512984,0.471596,0.526384,0.442616,0.192031,0.102399,0.168308,0.75056,0.214082,0.516597
period7,0.990452,0.986428,0.000502513,0.0959799,0.00103189,0.0775495,0.965327,0.0763151,0.304196,0.000994845,0.000601497,0.00056236,0.00056236,0.00056236,0.000994845,0.000661283,0.0295971,0.00220057,0.000601497,0.000558466,0.000601497,0.000601497,0.000627138,0.000627138,0.000558466,0.292108,0.516109,0.663221,0.530668,0.929015,0.12941,0.624641,0.224869,0.979168,0.371432,0.5253,0.824239,0.695981,0.405005,0.409524,0.718885,0.473681,0.413932,0.311376,0.4227,0.641306,0.74794,0.446391,0.407011
period8,0.990452,0.986428,0.00552764,0.126131,0.00129601,0.116835,0.985427,0.150797,0.7156,0.00101061,0.000603066,0.000562516,0.000562516,0.000562516,0.00594578,0.000859168,0.0788197,0.00219982,0.000603066,0.000558481,0.000799337,0.000799337,0.000666021,0.000666021,0.000558481,0.857828,0.285925,0.600774,0.376383,0.476665,0.276036,0.5865,0.446431,0.110325,0.485024,0.253507,0.466648,0.577235,0.152335,0.400602,0.819517,0.43895,0.519253,0.673841,0.299166,0.188647,0.666367,0.669535,0.497762
period9,1,0.995455,0.0256281,0.996815,0.0115295,1,1,1,1,0.000588235,0.00056104,0.000558335,0.000558335,0.000558335,0.394706,0.00109453,1,0.00454545,0.00056104,0.000558065,0.0068435,0.0532795,0.000952169,0.000952169,0.000558065,0.227815,0.771841,0.512484,0.967277,0.495186,0.872376,0.800674,0.530842,0.576299,0.517248,0.435255,0.545066,0.446644,0.166846,0.580274,0.718567,0.265251,0.563562,0.440348,0.497691,0.897523,0.702335,0.496672,0.500396
period10,1,0.995455,0.307035,0.998857,0.0146053,1,1,1,1,0.000552486,0.000557484,0.000557981,0.000557981,0.000557981,0.751934,0.000997836,1,0.04375,0.000557484,0.00055803,0.072294,0.599196,0.00111402,0.00111402,0.00055803,0.785696,0.391558,0.674531,0.388813,0.896568,0.344212,0.527396,0.537131,0.343154,0.369695,0.816563,0.442922,0.485731,0.359211,0.21437,0.512306,0.585832,0.312141,0.499008,0.68207,0.284586,0.749016,0.454686,0.760337
period11,1,0.995455,0.568342,0.999339,0.0321897,1,1,1,1,0.00594595,0.000799345,0.000582045,0.000582045,0.000582045,0.827568,0.00099144,1,0.0542553,0.000799345,0.000560425,0.135258,0.721003,0.00111545,0.00111545,0.000560425,0.44986,0.516703,0.0557007,0.563498,0.666463,0.927421,0.125718,0.184647,0.53023,0.552498,0.265692,0.377415,0.503325,0.688888,0.532211,0.536919,0.390308,0.300197,0.33214,0.180261,0.461057,0.719798,0.627689,0.819834
period12,1,0.995455,0.688945,0.99939,0.0981158,1,1,1,1,0.0161458,0.000905612,0.000592619,0.000592619,0.000592619,0.833854,0.00103364,1,0.199265,0.000905612,0.000561477,0.239188,0.75711,0.00110861,0.00110861,0.000561477,0.479985,0.42762,0.302416,0.568164,0.254179,0.375531,0.283689,0.702437,0.799482,0.39839,0.487901,0.20638,0.432386,0.508108,0.671662,0.447704,0.837685,0.492657,0.392026,0.692128,0.674347,0.53825,0.482108,0.529481
period13,1,0.995455,0.769347,0.999403,0.144747,1,1,1,1,0.0317708,0.000955542,0.000597587,0.000597587,0.000597587,0.865104,0.00102147,1,0.394,0.000955542,0.000561971,0.342824,0.788327,0.001107,0.001107,0.000561971,0.583399,0.187529,0.552035,0.429916,0.44478,0.292101,0.431147,0.320462,0.723999,0.259701,0.438958,0.710521,0.65504,0.473055,0.49419,0.498117,0.572609,0.579664,0.4837,0.213208,0.713533,0.428699,0.295352,0.562617
